FeedbackID,InterviewID,FeedbackText,SentimentScore
F4101,I3101,Mixed answers; structure could improve. Noted experience in Recruitment.,0.577
F4102,I3102,Struggled with problem solving and coding tasks. Noted experience in Kubernetes.,0.233
F4103,I3103,"Confident presenter, handled questions well. Noted experience in Deep Learning.",0.838
F4104,I3104,Strong analytical skills and clear communication. Noted experience in React.,0.803
F4105,I3105,Good skills but needs more industry experience. Noted experience in React.,0.625
F4106,I3106,Mixed answers; structure could improve. Noted experience in Django.,0.46
F4107,I3107,Mixed answers; structure could improve. Noted experience in Recruitment.,0.534
F4108,I3108,Good skills but needs more industry experience. Noted experience in Machine Learning.,0.617
F4109,I3109,Mixed answers; structure could improve. Noted experience in Tableau.,0.546
F4110,I3110,Very good culture fit and leadership potential. Noted experience in JavaScript.,0.98
F4111,I3111,Average performance; showed potential with some gaps. Noted experience in Computer Vision.,0.681
F4112,I3112,Average performance; showed potential with some gaps. Noted experience in Communication.,0.634
F4113,I3113,Good skills but needs more industry experience. Noted experience in Communication.,0.513
F4114,I3114,Mixed answers; structure could improve. Noted experience in JavaScript.,0.591
F4115,I3115,"Confident presenter, handled questions well. Noted experience in Kubernetes.",0.772
F4116,I3116,"Confident presenter, handled questions well. Noted experience in Computer Vision.",0.947
F4117,I3117,Communication was weak; needs improvement. Noted experience in Recruitment.,0.348
F4118,I3118,Mixed answers; structure could improve. Noted experience in Communication.,0.521
F4119,I3119,Good skills but needs more industry experience. Noted experience in Python.,0.573
F4120,I3120,Average performance; showed potential with some gaps. Noted experience in Python.,0.682
F4121,I3121,Not a strong fit for the role currently. Noted experience in HR Policies.,0.359
F4122,I3122,Struggled with problem solving and coding tasks. Noted experience in Git.,0.4
F4123,I3123,Strong analytical skills and clear communication. Noted experience in Git.,0.849
F4124,I3124,"Confident presenter, handled questions well. Noted experience in React.",0.817
F4125,I3125,Average performance; showed potential with some gaps. Noted experience in Tableau.,0.544
F4126,I3126,Average performance; showed potential with some gaps. Noted experience in Python.,0.602
F4127,I3127,Not a strong fit for the role currently. Noted experience in DAX.,0.429
F4128,I3128,Good skills but needs more industry experience. Noted experience in Interviewing.,0.653
F4129,I3129,Mixed answers; structure could improve. Noted experience in Tableau.,0.748
F4130,I3130,Mixed answers; structure could improve. Noted experience in Interviewing.,0.602
F4131,I3131,Average performance; showed potential with some gaps. Noted experience in Stakeholder Management.,0.625
F4132,I3132,Mixed answers; structure could improve. Noted experience in SQL.,0.6
F4133,I3133,Average performance; showed potential with some gaps. Noted experience in Tableau.,0.561
F4134,I3134,Average performance; showed potential with some gaps. Noted experience in Stakeholder Management.,0.698
F4135,I3135,Mixed answers; structure could improve. Noted experience in NLP.,0.634
F4136,I3136,Average performance; showed potential with some gaps. Noted experience in Recruitment.,0.453
F4137,I3137,Average performance; showed potential with some gaps. Noted experience in Cloud (Azure/AWS).,0.745
F4138,I3138,Communication was weak; needs improvement. Noted experience in Communication.,0.214
F4139,I3139,Very good culture fit and leadership potential. Noted experience in SQL.,0.915
F4140,I3140,"Confident presenter, handled questions well. Noted experience in Python.",0.864
F4141,I3141,"Confident presenter, handled questions well. Noted experience in Power BI.",0.98
F4142,I3142,Mixed answers; structure could improve. Noted experience in Python.,0.452
F4143,I3143,Average performance; showed potential with some gaps. Noted experience in Docker.,0.686
F4144,I3144,Mixed answers; structure could improve. Noted experience in HR Policies.,0.593
F4145,I3145,Average performance; showed potential with some gaps. Noted experience in HR Policies.,0.676
F4146,I3146,Good skills but needs more industry experience. Noted experience in SQL.,0.481
F4147,I3147,Average performance; showed potential with some gaps. Noted experience in Power BI.,0.585
F4148,I3148,"Confident presenter, handled questions well. Noted experience in Power BI.",0.763
F4149,I3149,Struggled with problem solving and coding tasks. Noted experience in SQL.,0.411
F4150,I3150,Not a strong fit for the role currently. Noted experience in Tableau.,0.226
F4151,I3151,Mixed answers; structure could improve. Noted experience in Kubernetes.,0.592
F4152,I3152,Mixed answers; structure could improve. Noted experience in Statistics.,0.5
F4153,I3153,Average performance; showed potential with some gaps. Noted experience in Interviewing.,0.663
F4154,I3154,Not a strong fit for the role currently. Noted experience in Deep Learning.,0.251
F4155,I3155,Strong analytical skills and clear communication. Noted experience in HR Policies.,0.98
F4156,I3156,Communication was weak; needs improvement. Noted experience in Interviewing.,0.343
F4157,I3157,Strong analytical skills and clear communication. Noted experience in Python.,0.764
F4158,I3158,Good skills but needs more industry experience. Noted experience in Power BI.,0.716
F4159,I3159,Very good culture fit and leadership potential. Noted experience in Communication.,0.757
F4160,I3160,Strong analytical skills and clear communication. Noted experience in React.,0.817
F4161,I3161,"Confident presenter, handled questions well. Noted experience in Numpy.",0.839
F4162,I3162,Average performance; showed potential with some gaps. Noted experience in React.,0.569
F4163,I3163,Excellent technical skills; solved problems well. Noted experience in Numpy.,0.829
F4164,I3164,Excellent technical skills; solved problems well. Noted experience in React.,0.811
F4165,I3165,Excellent technical skills; solved problems well. Noted experience in React.,0.85
F4166,I3166,Mixed answers; structure could improve. Noted experience in Stakeholder Management.,0.558
F4167,I3167,Good skills but needs more industry experience. Noted experience in Interviewing.,0.731
F4168,I3168,Average performance; showed potential with some gaps. Noted experience in Stakeholder Management.,0.642
F4169,I3169,Excellent technical skills; solved problems well. Noted experience in Machine Learning.,0.98
F4170,I3170,Good skills but needs more industry experience. Noted experience in Power BI.,0.668
F4171,I3171,Strong analytical skills and clear communication. Noted experience in Statistics.,0.767
F4172,I3172,Average performance; showed potential with some gaps. Noted experience in Recruitment.,0.664
F4173,I3173,Communication was weak; needs improvement. Noted experience in Stakeholder Management.,0.431
F4174,I3174,Very good culture fit and leadership potential. Noted experience in Excel.,0.919
F4175,I3175,Mixed answers; structure could improve. Noted experience in HR Policies.,0.621
F4176,I3176,Average performance; showed potential with some gaps. Noted experience in SQL.,0.676
F4177,I3177,Good skills but needs more industry experience. Noted experience in SQL.,0.61
F4178,I3178,Strong analytical skills and clear communication. Noted experience in SQL.,0.972
F4179,I3179,Strong analytical skills and clear communication. Noted experience in Excel.,0.923
F4180,I3180,Strong analytical skills and clear communication. Noted experience in Leadership.,0.757
F4181,I3181,Average performance; showed potential with some gaps. Noted experience in HR Policies.,0.638
F4182,I3182,Excellent technical skills; solved problems well. Noted experience in Kubernetes.,0.829
F4183,I3183,Mixed answers; structure could improve. Noted experience in Machine Learning.,0.5
F4184,I3184,Mixed answers; structure could improve. Noted experience in React.,0.648
F4185,I3185,Good skills but needs more industry experience. Noted experience in Flask.,0.71
F4186,I3186,Communication was weak; needs improvement. Noted experience in Flask.,0.352
F4187,I3187,Excellent technical skills; solved problems well. Noted experience in Numpy.,0.901
F4188,I3188,Average performance; showed potential with some gaps. Noted experience in Tableau.,0.462
F4189,I3189,Communication was weak; needs improvement. Noted experience in JavaScript.,0.305
F4190,I3190,Struggled with problem solving and coding tasks. Noted experience in Pandas.,0.139
F4191,I3191,Mixed answers; structure could improve. Noted experience in Deep Learning.,0.522
F4192,I3192,Mixed answers; structure could improve. Noted experience in Communication.,0.601
F4193,I3193,Mixed answers; structure could improve. Noted experience in NLP.,0.451
F4194,I3194,Not a strong fit for the role currently. Noted experience in Git.,0.316
F4195,I3195,Average performance; showed potential with some gaps. Noted experience in Recruitment.,0.702
F4196,I3196,Communication was weak; needs improvement. Noted experience in Machine Learning.,0.391
F4197,I3197,Mixed answers; structure could improve. Noted experience in Linux.,0.627
F4198,I3198,Strong analytical skills and clear communication. Noted experience in HR Policies.,0.913
F4199,I3199,Average performance; showed potential with some gaps. Noted experience in Statistics.,0.627
F4200,I3200,Very good culture fit and leadership potential. Noted experience in Flask.,0.912
F4201,I3201,Average performance; showed potential with some gaps. Noted experience in Git.,0.488
F4202,I3202,"Confident presenter, handled questions well. Noted experience in Recruitment.",0.98
F4203,I3203,Strong analytical skills and clear communication. Noted experience in Communication.,0.793
F4204,I3204,Very good culture fit and leadership potential. Noted experience in Communication.,0.98
F4205,I3205,Average performance; showed potential with some gaps. Noted experience in React.,0.716
F4206,I3206,Average performance; showed potential with some gaps. Noted experience in React.,0.732
F4207,I3207,Average performance; showed potential with some gaps. Noted experience in Python.,0.515
F4208,I3208,Struggled with problem solving and coding tasks. Noted experience in SQL.,0.284
F4209,I3209,Average performance; showed potential with some gaps. Noted experience in Kubernetes.,0.53
F4210,I3210,Mixed answers; structure could improve. Noted experience in Cloud (Azure/AWS).,0.652
F4211,I3211,Average performance; showed potential with some gaps. Noted experience in Leadership.,0.521
F4212,I3212,Strong analytical skills and clear communication. Noted experience in Leadership.,0.928
F4213,I3213,Struggled with problem solving and coding tasks. Noted experience in Cloud (Azure/AWS).,0.379
F4214,I3214,Not a strong fit for the role currently. Noted experience in Pandas.,0.409
F4215,I3215,Average performance; showed potential with some gaps. Noted experience in Data Visualization.,0.631
F4216,I3216,Not a strong fit for the role currently. Noted experience in Django.,0.208
F4217,I3217,Good skills but needs more industry experience. Noted experience in Statistics.,0.482
F4218,I3218,Very good culture fit and leadership potential. Noted experience in Linux.,0.98
F4219,I3219,Good skills but needs more industry experience. Noted experience in Recruitment.,0.583
F4220,I3220,Struggled with problem solving and coding tasks. Noted experience in Recruitment.,0.23
F4221,I3221,Good skills but needs more industry experience. Noted experience in SQL.,0.453
F4222,I3222,Mixed answers; structure could improve. Noted experience in JavaScript.,0.511
F4223,I3223,Excellent technical skills; solved problems well. Noted experience in Git.,0.847
F4224,I3224,Mixed answers; structure could improve. Noted experience in Linux.,0.679
F4225,I3225,Very good culture fit and leadership potential. Noted experience in Git.,0.98
F4226,I3226,Mixed answers; structure could improve. Noted experience in Power BI.,0.497
